sampleid,x,y
13997,567,1
13998,131,1
13999,206,1
14000,997,1
14001,614,1
14002,716,1
14003,868,1
14004,533,1
14005,968,1
14006,1009,0
14007,779,1
14008,459,1
14009,45,1
14010,765,1
14011,277,1
14012,985,1
14013,410,1
14014,607,1
14015,6,1
14016,235,1
14017,31,1
14018,141,1
14019,951,1
14020,465,1
14021,471,1
14022,515,1
14023,222,1
14024,331,1
14025,1024,0
14026,337,1
14027,392,1
14028,976,1
14029,202,1
14030,825,1
14031,1021,0
14032,137,1
14033,20,1
14034,611,1
14035,293,1
14036,193,1
14037,761,1
14038,650,1
14039,363,1
14040,699,1
14041,619,1
14042,904,1
14043,304,1
14044,664,1
14045,214,1
14046,806,1
14047,561,1
14048,157,1
14049,698,1
14050,650,1
14051,939,1
14052,27,1
14053,119,1
14054,467,1
14055,241,1
14056,948,1
14057,199,1
14058,601,1
14059,894,1
14060,173,1
14061,504,1
14062,148,1
14063,663,1
14064,698,1
14065,148,1
14066,492,1
14067,654,1
14068,273,1
14069,143,1
14070,546,1
14071,929,1
14072,41,1
14073,793,1
14074,480,1
14075,621,1
14076,212,1
14077,189,1
14078,455,1
14079,895,1
14080,81,1
14081,554,1
14082,262,1
14083,888,1
14084,805,1
14085,976,1
14086,551,1
14087,147,1
14088,334,1
14089,255,1
14090,289,1
14091,658,1
14092,122,1
14093,23,1
14094,741,1
14095,441,1
14096,455,1
14097,180,1
14098,762,1
14099,457,1
14100,639,1
14101,759,1
14102,661,1
14103,648,1
14104,905,1
14105,532,1
14106,420,1
14107,868,1
14108,763,1
14109,724,1
14110,973,1
14111,655,1
14112,121,1
14113,330,1
14114,307,1
14115,798,1
14116,499,1
14117,620,1
14118,130,1
14119,826,1
14120,217,1
14121,604,1
14122,509,1
14123,963,1
14124,298,1
14125,936,1
14126,485,1
14127,415,1
14128,524,1
14129,363,1
14130,963,1
14131,853,1
14132,549,1
14133,277,1
14134,608,1
14135,295,1
14136,190,1
14137,209,1
14138,35,1
14139,562,1
14140,531,1
14141,971,1
14142,843,1
14143,598,1
14144,277,1
14145,206,1
14146,209,1
14147,791,1
14148,552,1
14149,407,1
14150,407,1
14151,453,1
14152,880,1
14153,360,1
14154,755,1
14155,407,1
14156,791,1
14157,624,1
14158,624,1
14159,45,1
14160,40,1
14161,869,1
14162,41,1
14163,5,1
14164,125,1
14165,156,1
14166,989,1
14167,163,1
14168,587,1
14169,715,1
14170,612,1
14171,132,1
14172,445,1
14173,753,1
14174,24,1
14175,593,1
14176,471,1
14177,614,1
14178,756,1
14179,134,1
14180,165,1
14181,958,1
14182,399,1
14183,192,1
14184,198,1
14185,468,1
14186,917,1
14187,71,1
14188,707,1
14189,715,1
14190,614,1
14191,861,1
14192,442,1
14193,222,1
14194,109,1
14195,196,1
14196,415,1
14197,612,1
14198,513,1
14199,80,1
14200,1021,0
14201,1001,0
14202,664,1
14203,271,1
14204,951,1
14205,94,1
14206,844,1
14207,925,1
14208,944,1
14209,156,1
14210,124,1
14211,689,1
14212,69,1
14213,748,1
14214,694,1
14215,235,1
14216,827,1
14217,784,1
14218,799,1
14219,630,1
14220,152,1
14221,910,1
14222,98,1
14223,674,1
14224,782,1
14225,683,1
14226,877,1
14227,699,1
14228,1008,0
14229,740,1
14230,809,1
14231,590,1
14232,631,1
14233,462,1
14234,490,1
14235,745,1
14236,170,1
14237,268,1
14238,157,1
14239,652,1
14240,967,1
14241,61,1
14242,592,1
14243,697,1
14244,176,1
14245,783,1
14246,548,1
14247,482,1
14248,797,1
14249,265,1
14250,496,1
14251,68,1
14252,743,1
14253,277,1
14254,512,1
14255,222,1
14256,550,1
14257,249,1
14258,229,1
14259,51,1
14260,418,1
14261,353,1
14262,374,1
14263,923,1
14264,619,1
14265,815,1
14266,913,1
14267,786,1
14268,749,1
14269,7,1
14270,754,1
14271,533,1
14272,348,1
14273,677,1
14274,232,1
14275,736,1
14276,361,1
14277,554,1
14278,372,1
14279,716,1
14280,138,1
14281,233,1
14282,864,1
14283,381,1
14284,779,1
14285,738,1
14286,818,1
14287,444,1
14288,677,1
14289,889,1
14290,803,1
14291,998,1
14292,441,1
14293,548,1
14294,347,1
14295,114,1
14296,598,1
14297,481,1
14298,179,1
14299,842,1
14300,515,1
14301,902,1
14302,638,1
14303,193,1
14304,94,1
14305,320,1
14306,426,1
14307,505,1
14308,574,1
14309,329,1
14310,670,1
14311,419,1
14312,342,1
14313,254,1
14314,700,1
14315,611,1
14316,207,1
14317,6,1
14318,862,1
14319,104,1
14320,354,1
14321,715,1
14322,628,1
14323,666,1
14324,548,1
14325,342,1
14326,159,1
14327,582,1
14328,991,1
14329,779,1
14330,728,1
14331,893,1
14332,283,1
14333,282,1
14334,50,1
14335,969,1
14336,957,1
14337,518,1
14338,668,1
14339,677,1
14340,916,1
14341,754,1
14342,15,1
14343,964,1
14344,256,1
14345,195,1
14346,475,1
14347,483,1
14348,575,1
14349,709,1
14350,279,1
14351,261,1
14352,36,1
14353,945,1
14354,681,1
14355,308,1
14356,489,1
14357,165,1
14358,591,1
14359,895,1
14360,898,1
14361,79,1
14362,318,1
14363,57,1
14364,547,1
14365,14,1
14366,648,1
14367,522,1
14368,438,1
14369,3,1
14370,490,1
14371,130,1
14372,929,1
14373,705,1
14374,125,1
14375,219,1
14376,893,1
14377,776,1
14378,557,1
14379,176,1
14380,209,1
14381,617,1
14382,367,1
14383,800,1
14384,550,1
14385,842,1
14386,533,1
14387,810,1
14388,606,1
14389,922,1
14390,489,1
14391,684,1
14392,374,1
14393,379,1
14394,822,1
14395,48,1
14396,758,1
14397,158,1
14398,259,1
14399,531,1
14400,832,1
14401,630,1
14402,456,1
14403,816,1
14404,54,1
14405,59,1
14406,954,1
14407,0,1
14408,986,1
14409,659,1
14410,122,1
14411,548,1
14412,436,1
14413,803,1
14414,267,1
14415,690,1
14416,254,1
14417,712,1
14418,769,1
14419,588,1
14420,377,1
14421,789,1
14422,841,1
14423,835,1
14424,468,1
14425,136,1
14426,410,1
14427,707,1
14428,279,1
14429,412,1
14430,873,1
14431,509,1
14432,991,1
14433,232,1
14434,816,1
14435,293,1
14436,835,1
14437,65,1
14438,599,1
14439,263,1
14440,755,1
14441,410,1
14442,413,1
14443,701,1
14444,784,1
14445,157,1
14446,773,1
14447,819,1
14448,616,1
14449,780,1
14450,89,1
14451,849,1
14452,156,1
14453,476,1
14454,719,1
14455,443,1
14456,730,1
14457,704,1
14458,694,1
14459,888,1
14460,306,1
14461,821,1
14462,53,1
14463,564,1
14464,62,1
14465,22,1
14466,143,1
14467,418,1
14468,616,1
14469,191,1
14470,900,1
14471,916,1
14472,352,1
14473,875,1
14474,649,1
14475,9,1
14476,499,1
14477,752,1
14478,768,1
14479,923,1
14480,809,1
14481,567,1
14482,268,1
14483,367,1
14484,972,1
14485,138,1
14486,549,1
14487,991,1
14488,482,1
14489,647,1
14490,841,1
14491,814,1
14492,565,1
14493,112,1
14494,550,1
14495,581,1
14496,441,1
14497,706,1
14498,5,1
14499,361,1
14500,899,1
14501,852,1
14502,727,1
14503,876,1
14504,642,1
14505,534,1
14506,851,1
14507,324,1
14508,193,1
14509,162,1
14510,672,1
14511,784,1
14512,395,1
14513,644,1
14514,758,1
14515,122,1
14516,59,1
14517,331,1
14518,109,1
14519,1013,0
14520,744,1
14521,387,1
14522,780,1
14523,474,1
14524,34,1
14525,36,1
14526,939,1
14527,754,1
14528,167,1
14529,282,1
14530,274,1
14531,295,1
14532,961,1
14533,720,1
14534,837,1
14535,272,1
14536,462,1
14537,484,1
14538,676,1
14539,355,1
14540,327,1
14541,776,1
14542,1001,0
14543,320,1
14544,643,1
14545,457,1
14546,35,1
14547,479,1
14548,429,1
14549,495,1
14550,951,1
14551,591,1
14552,253,1
14553,36,1
14554,880,1
14555,109,1
14556,43,1
14557,256,1
14558,938,1
14559,243,1
14560,669,1
14561,76,1
14562,436,1
14563,1009,0
14564,914,1
14565,328,1
14566,286,1
14567,399,1
14568,432,1
14569,37,1
14570,355,1
14571,72,1
14572,929,1
14573,959,1
14574,298,1
14575,829,1
14576,924,1
14577,67,1
14578,612,1
14579,108,1
14580,805,1
14581,673,1
14582,889,1
14583,428,1
14584,948,1
14585,975,1
14586,489,1
14587,597,1
14588,330,1
14589,89,1
14590,1021,0
14591,900,1
14592,807,1
14593,929,1
14594,563,1
14595,534,1
14596,920,1
14597,747,1
14598,803,1
14599,642,1
14600,448,1
14601,816,1
14602,697,1
14603,603,1
14604,960,1
14605,605,1
14606,185,1
14607,355,1
14608,982,1
14609,921,1
14610,967,1
14611,189,1
14612,359,1
14613,788,1
14614,19,1
14615,968,1
14616,780,1
14617,226,1
14618,902,1
14619,136,1
14620,564,1
14621,144,1
14622,512,1
14623,931,1
14624,448,1
14625,142,1
14626,681,1
14627,68,1
14628,739,1
14629,141,1
14630,1002,0
14631,880,1
14632,674,1
14633,442,1
14634,992,1
14635,481,1
14636,732,1
14637,48,1
14638,558,1
14639,599,1
14640,626,1
14641,138,1
14642,318,1
14643,577,1
14644,203,1
14645,528,1
14646,855,1
14647,10,1
14648,961,1
14649,177,1
14650,520,1
14651,577,1
14652,421,1
14653,410,1
14654,646,1
14655,631,1
14656,295,1
14657,56,1
14658,75,1
14659,414,1
14660,925,1
14661,160,1
14662,325,1
14663,413,1
14664,763,1
14665,588,1
14666,357,1
14667,890,1
14668,166,1
14669,579,1
14670,935,1
14671,905,1
14672,897,1
14673,707,1
14674,841,1
14675,199,1
14676,427,1
14677,177,1
14678,237,1
14679,549,1
14680,253,1
14681,944,1
14682,634,1
14683,413,1
14684,234,1
14685,90,1
14686,202,1
14687,332,1
14688,751,1
14689,634,1
14690,854,1
14691,249,1
14692,914,1
14693,453,1
14694,17,1
14695,827,1
14696,206,1
14697,757,1
14698,599,1
14699,587,1
14700,370,1
14701,889,1
14702,460,1
14703,27,1
14704,230,1
14705,209,1
14706,976,1
14707,167,1
14708,792,1
14709,889,1
14710,528,1
14711,985,1
14712,30,1
14713,51,1
14714,152,1
14715,883,1
14716,632,1
14717,402,1
14718,159,1
14719,616,1
14720,330,1
14721,354,1
14722,640,1
14723,561,1
14724,986,1
14725,323,1
14726,362,1
14727,997,1
14728,489,1
14729,947,1
14730,121,1
14731,87,1
14732,84,1
14733,337,1
14734,136,1
14735,627,1
14736,602,1
14737,117,1
14738,544,1
14739,849,1
14740,884,1
14741,357,1
14742,553,1
14743,791,1
14744,27,1
14745,330,1
14746,241,1
14747,363,1
14748,272,1
14749,659,1
14750,504,1
14751,390,1
14752,589,1
14753,892,1
14754,898,1
14755,204,1
14756,183,1
14757,283,1
14758,366,1
14759,764,1
14760,98,1
14761,515,1
14762,94,1
14763,525,1
14764,408,1
14765,142,1
14766,251,1
14767,1021,0
14768,19,1
14769,285,1
14770,52,1
14771,916,1
14772,985,1
14773,1017,0
14774,806,1
14775,612,1
14776,895,1
14777,898,1
14778,806,1
14779,324,1
14780,876,1
14781,404,1
14782,59,1
14783,409,1
14784,308,1
14785,457,1
14786,148,1
14787,780,1
14788,873,1
14789,918,1
14790,75,1
14791,796,1
14792,276,1
14793,769,1
14794,201,1
14795,356,1
14796,183,1
14797,175,1
14798,395,1
14799,876,1
14800,1005,0
14801,711,1
14802,522,1
14803,266,1
14804,623,1
14805,820,1
14806,899,1
14807,401,1
14808,214,1
14809,95,1
14810,427,1
14811,271,1
14812,963,1
14813,898,1
14814,603,1
14815,323,1
14816,171,1
14817,726,1
14818,143,1
14819,794,1
14820,985,1
14821,853,1
14822,257,1
14823,840,1
14824,671,1
14825,955,1
14826,972,1
14827,122,1
14828,214,1
14829,753,1
14830,744,1
14831,504,1
14832,526,1
14833,321,1
14834,545,1
14835,1004,0
14836,243,1
14837,523,1
14838,437,1
14839,550,1
14840,750,1
14841,990,1
14842,603,1
14843,1004,0
14844,842,1
14845,1016,0
14846,608,1
14847,210,1
14848,998,1
14849,115,1
14850,207,1
14851,640,1
14852,851,1
14853,541,1
14854,38,1
14855,212,1
14856,442,1
14857,997,1
14858,564,1
14859,217,1
14860,820,1
14861,835,1
14862,467,1
14863,780,1
14864,271,1
14865,705,1
14866,976,1
14867,776,1
14868,496,1
14869,505,1
14870,929,1
14871,763,1
14872,816,1
14873,758,1
14874,21,1
14875,344,1
14876,404,1
14877,949,1
14878,422,1
14879,227,1
14880,20,1
14881,91,1
14882,527,1
14883,231,1
14884,28,1
14885,264,1
14886,739,1
14887,444,1
14888,509,1
14889,380,1
14890,648,1
14891,542,1
14892,210,1
14893,632,1
14894,812,1
14895,300,1
14896,207,1
14897,955,1
14898,774,1
14899,231,1
14900,347,1
14901,494,1
14902,494,1
14903,422,1
14904,760,1
14905,378,1
14906,896,1
14907,223,1
14908,257,1
14909,157,1
14910,598,1
14911,639,1
14912,790,1
14913,164,1
14914,980,1
14915,501,1
14916,643,1
14917,942,1
14918,100,1
14919,81,1
14920,547,1
14921,522,1
14922,232,1
14923,490,1
14924,375,1
14925,745,1
14926,881,1
14927,705,1
14928,11,1
14929,299,1
14930,797,1
14931,847,1
14932,61,1
14933,415,1
14934,655,1
14935,632,1
14936,880,1
14937,806,1
14938,473,1
14939,775,1
14940,758,1
14941,433,1
14942,23,1
14943,366,1
14944,426,1
14945,1023,0
14946,259,1
14947,689,1
14948,1011,0
14949,951,1
14950,360,1
14951,281,1
14952,483,1
14953,827,1
14954,613,1
14955,1020,0
14956,505,1
14957,276,1
14958,751,1
14959,543,1
14960,79,1
14961,702,1
14962,306,1
14963,639,1
14964,635,1
14965,274,1
14966,352,1
14967,357,1
14968,943,1
14969,662,1
14970,873,1
14971,633,1
14972,27,1
14973,693,1
14974,25,1
14975,608,1
14976,992,1
14977,39,1
14978,181,1
14979,666,1
14980,529,1
14981,842,1
14982,319,1
14983,896,1
14984,965,1
14985,544,1
14986,593,1
14987,274,1
14988,358,1
14989,98,1
14990,64,1
14991,829,1
14992,26,1
14993,655,1
14994,880,1
14995,92,1
14996,697,1
14997,884,1
14998,621,1
14999,231,1
15000,733,1
15001,839,1
15002,423,1
15003,280,1
15004,563,1
15005,971,1
15006,16,1
15007,472,1
15008,467,1
15009,996,1
15010,655,1
15011,708,1
15012,267,1
15013,505,1
15014,943,1
15015,99,1
15016,920,1
15017,638,1
15018,233,1
15019,1025,0
15020,531,1
15021,342,1
15022,87,1
15023,489,1
15024,196,1
15025,727,1
15026,194,1
15027,951,1
15028,577,1
15029,88,1
15030,787,1
15031,165,1
15032,511,1
15033,764,1
15034,380,1
15035,10,1
15036,322,1
15037,120,1
15038,835,1
15039,937,1
15040,335,1
15041,585,1
15042,380,1
15043,828,1
15044,681,1
15045,864,1
15046,474,1
15047,626,1
15048,671,1
15049,420,1
15050,617,1
15051,647,1
15052,767,1
15053,956,1
15054,770,1
15055,310,1
15056,117,1
15057,688,1
15058,217,1
15059,665,1
15060,556,1
15061,123,1
15062,38,1
15063,545,1
15064,318,1
15065,917,1
15066,633,1
15067,639,1
15068,713,1
15069,862,1
15070,421,1
15071,990,1
15072,527,1
15073,145,1
15074,422,1
15075,264,1
15076,184,1
15077,758,1
15078,247,1
15079,196,1
15080,876,1
15081,434,1
15082,390,1
15083,328,1
15084,884,1
15085,350,1
15086,267,1
15087,636,1
15088,574,1
15089,43,1
15090,643,1
15091,432,1
15092,122,1
15093,280,1
15094,897,1
15095,513,1
15096,831,1
15097,281,1
15098,984,1
15099,176,1
15100,236,1
15101,624,1
15102,469,1
15103,341,1
15104,736,1
15105,308,1
15106,806,1
15107,843,1
15108,1007,0
15109,268,1
15110,573,1
15111,687,1
15112,790,1
15113,511,1
15114,735,1
15115,887,1
15116,954,1
15117,307,1
15118,809,1
15119,333,1
15120,259,1
15121,341,1
15122,509,1
15123,911,1
15124,178,1
15125,424,1
15126,641,1
15127,961,1
15128,594,1
15129,584,1
15130,295,1
15131,989,1
15132,62,1
15133,870,1
15134,1018,0
15135,891,1
15136,870,1
15137,830,1
15138,984,1
15139,953,1
15140,691,1
15141,429,1
15142,597,1
15143,583,1
15144,244,1
15145,234,1
15146,533,1
15147,634,1
15148,792,1
15149,482,1
15150,353,1
15151,640,1
15152,640,1
15153,249,1
15154,157,1
15155,1003,0
15156,791,1
15157,280,1
15158,649,1
15159,476,1
15160,574,1
15161,957,1
15162,927,1
15163,41,1
15164,518,1
15165,112,1
15166,643,1
15167,1001,0
15168,184,1
15169,704,1
15170,624,1
15171,866,1
15172,21,1
15173,733,1
15174,924,1
15175,745,1
15176,874,1
15177,193,1
15178,234,1
15179,154,1
15180,579,1
15181,42,1
15182,766,1
15183,958,1
15184,361,1
15185,928,1
15186,682,1
15187,472,1
15188,310,1
15189,363,1
15190,320,1
15191,242,1
15192,39,1
15193,897,1
15194,438,1
15195,318,1
15196,148,1
15197,24,1
15198,744,1
15199,95,1
15200,988,1
15201,752,1
15202,502,1
15203,274,1
15204,349,1
15205,227,1
15206,775,1
15207,670,1
15208,810,1
15209,467,1
15210,873,1
15211,804,1
15212,362,1
15213,1017,0
15214,216,1
15215,73,1
15216,95,1
15217,194,1
15218,199,1
15219,1,1
15220,539,1
15221,584,1
15222,362,1
15223,619,1
15224,57,1
15225,195,1
15226,329,1
15227,145,1
15228,77,1
15229,251,1
15230,957,1
15231,548,1
15232,53,1
15233,137,1
15234,592,1
15235,203,1
15236,300,1
15237,125,1
15238,912,1
15239,139,1
15240,950,1
15241,525,1
15242,128,1
15243,872,1
15244,374,1
15245,148,1
15246,274,1
15247,554,1
15248,186,1
15249,696,1
15250,840,1
15251,462,1
15252,275,1
15253,957,1
15254,338,1
15255,341,1
15256,434,1
15257,710,1
15258,402,1
15259,800,1
15260,1018,0
15261,553,1
15262,864,1
15263,277,1
15264,383,1
15265,643,1
15266,840,1
15267,867,1
15268,550,1
15269,418,1
15270,496,1
15271,468,1
15272,430,1
15273,919,1
15274,758,1
15275,650,1
15276,414,1
15277,421,1
15278,124,1
15279,966,1
15280,920,1
15281,689,1
15282,658,1
15283,847,1
15284,562,1
15285,417,1
15286,146,1
15287,834,1
15288,331,1
15289,492,1
15290,297,1
15291,285,1
15292,715,1
15293,865,1
15294,470,1
15295,837,1
15296,293,1
15297,188,1
15298,296,1
15299,603,1
15300,693,1
15301,854,1
15302,686,1
15303,525,1
15304,190,1
15305,931,1
15306,611,1
15307,949,1
15308,623,1
15309,38,1
15310,190,1
15311,229,1
15312,786,1
15313,732,1
15314,980,1
15315,713,1
15316,219,1
15317,408,1
15318,248,1
15319,5,1
15320,53,1
15321,460,1
15322,458,1
15323,657,1
15324,648,1
15325,486,1
15326,159,1
15327,118,1
15328,471,1
15329,176,1
15330,849,1
15331,499,1
15332,711,1
15333,189,1
15334,365,1
15335,566,1
15336,355,1
15337,754,1
15338,71,1
15339,183,1
15340,218,1
15341,55,1
15342,169,1
15343,996,1
15344,643,1
15345,65,1
15346,383,1
15347,298,1
15348,49,1
15349,855,1
15350,592,1
15351,678,1
15352,457,1
15353,564,1
15354,624,1
15355,594,1
15356,663,1
15357,919,1
15358,902,1
15359,657,1
15360,595,1
15361,459,1
15362,708,1
15363,768,1
15364,963,1
15365,47,1
15366,438,1
15367,133,1
15368,799,1
15369,334,1
15370,973,1
15371,815,1
15372,759,1
15373,656,1
15374,32,1
15375,755,1
15376,552,1
15377,592,1
15378,503,1
15379,311,1
15380,224,1
15381,922,1
15382,508,1
15383,204,1
15384,761,1
15385,632,1
15386,231,1
15387,764,1
15388,431,1
15389,660,1
15390,587,1
15391,449,1
15392,793,1
15393,570,1
15394,852,1
15395,6,1
15396,684,1
15397,347,1
15398,954,1
15399,453,1
15400,478,1
15401,864,1
15402,556,1
15403,136,1
15404,537,1
15405,385,1
15406,234,1
15407,629,1
15408,397,1
15409,19,1
15410,814,1
15411,639,1
15412,848,1
15413,470,1
15414,819,1
15415,330,1
15416,483,1
15417,905,1
15418,522,1
15419,342,1
15420,274,1
15421,652,1
15422,482,1
15423,699,1
15424,335,1
15425,1002,0
15426,349,1
15427,842,1
15428,100,1
15429,947,1
15430,732,1
15431,504,1
15432,294,1
15433,773,1
15434,220,1
15435,988,1
15436,415,1
15437,588,1
15438,142,1
15439,430,1
15440,947,1
15441,339,1
15442,885,1
15443,584,1
15444,139,1
15445,1012,0
15446,10,1
15447,383,1
15448,637,1
15449,251,1
15450,68,1
15451,693,1
15452,44,1
15453,811,1
15454,175,1
15455,464,1
15456,435,1
15457,204,1
15458,213,1
15459,819,1
15460,155,1
15461,1014,0
15462,745,1
15463,1022,0
15464,978,1
15465,7,1
15466,228,1
15467,398,1
15468,825,1
15469,120,1
15470,878,1
15471,151,1
15472,232,1
15473,111,1
15474,219,1
15475,236,1
15476,280,1
15477,216,1
15478,361,1
15479,770,1
15480,1022,0
15481,62,1
15482,755,1
15483,867,1
15484,194,1
15485,478,1
15486,410,1
15487,438,1
15488,534,1
15489,521,1
15490,1007,0
15491,285,1
15492,696,1
15493,352,1
15494,347,1
15495,320,1
15496,299,1
15497,334,1
15498,244,1
15499,684,1
15500,897,1
15501,759,1
15502,442,1
15503,619,1
15504,374,1
15505,415,1
15506,654,1
15507,196,1
15508,42,1
15509,338,1
15510,713,1
15511,60,1
15512,533,1
15513,845,1
15514,255,1
15515,476,1
15516,6,1
15517,409,1
15518,845,1
15519,702,1
15520,843,1
15521,596,1
15522,438,1
15523,84,1
15524,382,1
15525,263,1
15526,158,1
15527,767,1
15528,402,1
15529,124,1
15530,101,1
15531,994,1
15532,5,1
15533,914,1
15534,846,1
15535,750,1
15536,799,1
15537,944,1
15538,707,1
15539,271,1
15540,328,1
15541,518,1
15542,632,1
15543,423,1
15544,982,1
15545,861,1
15546,871,1
15547,269,1
15548,850,1
15549,676,1
15550,698,1
15551,961,1
15552,488,1
15553,528,1
15554,761,1
15555,508,1
15556,162,1
15557,647,1
15558,554,1
15559,98,1
15560,545,1
15561,247,1
15562,102,1
15563,427,1
15564,179,1
15565,755,1
15566,188,1
15567,266,1
15568,533,1
15569,130,1
15570,365,1
15571,260,1
15572,410,1
15573,252,1
15574,443,1
15575,603,1
15576,431,1
15577,109,1
15578,184,1
15579,855,1
15580,28,1
15581,77,1
15582,690,1
15583,456,1
15584,899,1
15585,945,1
15586,55,1
15587,170,1
15588,219,1
15589,204,1
15590,524,1
15591,703,1
15592,493,1
15593,449,1
15594,166,1
15595,233,1
15596,229,1
15597,418,1
15598,51,1
15599,392,1
15600,738,1
15601,396,1
15602,776,1
15603,868,1
15604,586,1
15605,801,1
15606,853,1
15607,334,1
15608,191,1
15609,133,1
15610,682,1
15611,639,1
15612,990,1
15613,58,1
15614,373,1
15615,272,1
15616,614,1
15617,359,1
15618,329,1
15619,373,1
15620,44,1
15621,803,1
15622,368,1
15623,1000,1
15624,163,1
15625,48,1
15626,698,1
15627,353,1
15628,148,1
15629,674,1
15630,61,1
15631,851,1
15632,864,1
15633,402,1
15634,175,1
15635,1005,0
15636,109,1
15637,772,1
15638,894,1
15639,666,1
15640,268,1
15641,375,1
15642,191,1
15643,102,1
15644,409,1
15645,327,1
15646,810,1
15647,1022,0
15648,50,1
15649,228,1
15650,545,1
15651,959,1
15652,529,1
15653,883,1
15654,914,1
15655,462,1
15656,755,1
15657,904,1
15658,366,1
15659,339,1
15660,481,1
15661,196,1
15662,190,1
15663,780,1
15664,641,1
15665,191,1
15666,577,1
15667,600,1
15668,326,1
15669,514,1
15670,852,1
15671,224,1
15672,482,1
15673,402,1
15674,152,1
15675,103,1
15676,320,1
15677,571,1
15678,980,1
15679,21,1
15680,919,1
15681,977,1
15682,43,1
15683,89,1
15684,925,1
15685,905,1
15686,585,1
15687,134,1
15688,1008,0
15689,785,1
15690,386,1
15691,169,1
15692,311,1
15693,597,1
15694,393,1
15695,499,1
15696,405,1
15697,579,1
15698,220,1
15699,424,1
15700,47,1
15701,820,1
15702,18,1
15703,582,1
15704,494,1
15705,650,1
15706,361,1
15707,104,1
15708,579,1
15709,776,1
15710,456,1
15711,382,1
15712,864,1
15713,455,1
15714,972,1
15715,758,1
15716,418,1
15717,203,1
15718,707,1
15719,451,1
15720,220,1
15721,214,1
15722,105,1
15723,133,1
15724,27,1
15725,789,1
15726,641,1
15727,689,1
15728,673,1
15729,517,1
15730,149,1
15731,572,1
15732,486,1
15733,488,1
15734,566,1
15735,857,1
15736,907,1
15737,1001,0
15738,698,1
15739,701,1
15740,468,1
15741,520,1
15742,657,1
15743,719,1
15744,474,1
15745,154,1
15746,283,1
15747,515,1
15748,1000,1
15749,290,1
15750,690,1
15751,400,1
15752,899,1
15753,471,1
15754,283,1
15755,704,1
15756,493,1
15757,250,1
15758,364,1
15759,873,1
15760,991,1
15761,766,1
15762,150,1
15763,483,1
15764,142,1
15765,49,1
15766,863,1
15767,870,1
15768,922,1
15769,375,1
15770,704,1
15771,303,1
15772,964,1
15773,518,1
15774,330,1
15775,797,1
15776,344,1
15777,729,1
15778,371,1
15779,82,1
15780,557,1
15781,1017,0
15782,197,1
15783,179,1
15784,500,1
15785,310,1
15786,919,1
15787,233,1
15788,642,1
15789,417,1
15790,666,1
15791,505,1
15792,79,1
15793,336,1
15794,881,1
15795,63,1
15796,628,1
15797,178,1
15798,420,1
15799,867,1
15800,560,1
15801,214,1
15802,720,1
15803,797,1
15804,794,1
15805,482,1
15806,749,1
15807,646,1
15808,171,1
15809,46,1
15810,273,1
15811,948,1
15812,777,1
15813,360,1
15814,201,1
15815,695,1
15816,718,1
15817,865,1
15818,25,1
15819,136,1
15820,873,1
15821,29,1
15822,12,1
15823,551,1
15824,172,1
15825,369,1
15826,750,1
15827,32,1
15828,280,1
15829,395,1
15830,308,1
15831,333,1
15832,253,1
15833,506,1
15834,728,1
15835,724,1
15836,613,1
15837,1018,0
15838,812,1
15839,1011,0
15840,345,1
15841,392,1
15842,985,1
15843,68,1
15844,72,1
15845,127,1
15846,913,1
15847,194,1
15848,807,1
15849,344,1
15850,542,1
15851,111,1
15852,888,1
15853,695,1
15854,13,1
15855,95,1
15856,164,1
15857,722,1
15858,877,1
15859,212,1
15860,445,1
15861,325,1
15862,172,1
15863,16,1
15864,1016,0
15865,651,1
15866,720,1
15867,826,1
15868,233,1
15869,176,1
15870,119,1
15871,640,1
15872,982,1
15873,293,1
15874,406,1
15875,859,1
15876,429,1
15877,37,1
15878,707,1
15879,3,1
15880,577,1
15881,390,1
15882,406,1
15883,939,1
15884,942,1
15885,810,1
15886,728,1
15887,772,1
15888,586,1
15889,324,1
15890,637,1
15891,114,1
15892,303,1
15893,771,1
15894,84,1
15895,1020,0
15896,1024,0
15897,744,1
15898,105,1
15899,395,1
15900,1019,0
15901,450,1
15902,325,1
15903,507,1
15904,544,1
15905,152,1
15906,580,1
15907,107,1
15908,262,1
15909,648,1
15910,880,1
15911,587,1
15912,351,1
15913,1006,0
15914,901,1
15915,962,1
15916,593,1
15917,832,1
15918,12,1
15919,401,1
15920,741,1
15921,78,1
15922,485,1
15923,448,1
15924,467,1
15925,927,1
15926,55,1
15927,201,1
15928,744,1
15929,751,1
15930,573,1
15931,666,1
15932,955,1
15933,592,1
15934,340,1
15935,316,1
15936,665,1
15937,485,1
15938,447,1
15939,329,1
15940,668,1
15941,52,1
15942,477,1
15943,456,1
15944,100,1
15945,8,1
15946,962,1
15947,924,1
15948,436,1
15949,648,1
15950,494,1
15951,873,1
15952,359,1
15953,488,1
15954,732,1
15955,502,1
15956,821,1
15957,396,1
15958,892,1
15959,612,1
15960,106,1
15961,680,1
15962,936,1
15963,205,1
15964,223,1
15965,930,1
15966,7,1
15967,96,1
15968,767,1
15969,607,1
15970,852,1
15971,1017,0
15972,510,1
15973,56,1
15974,710,1
15975,634,1
15976,573,1
15977,880,1
15978,686,1
15979,728,1
15980,387,1
15981,163,1
15982,242,1
15983,445,1
15984,169,1
15985,111,1
15986,401,1
15987,417,1
